,Date_Time,CO(GT),NO2(GT),RH
0,2004-10-01 01:00:00,1.6,74.0,69.275001525879
1,2004-10-01 02:00:00,1.3,69.0,70.77499961853
2,2004-10-01 03:00:00,0.8,61.5,65.833332061768
3,2004-10-01 04:00:00,0.6,54.0,67.174999237061
4,2004-10-01 05:00:00,0.7,60.0,70.27499961853
5,2004-10-01 06:00:00,1.6,69.0,71.77499961853
6,2004-10-01 07:00:00,2.9,91.0,66.324999809265
7,2004-10-01 08:00:00,4.1,97.0,64.27499961853
8,2004-10-01 09:00:00,3.7,114.0,59.250000953674
9,2004-10-01 10:00:00,3.6,129.0,56.60000038147
10,2004-10-01 11:00:00,3.4,137.0,54.650000572205
11,2004-10-01 12:00:00,3.7,134.0,56.175000190735
12,2004-10-01 13:00:00,4.1,132.0,54.400000572205
13,2004-10-01 14:00:00,3.2,123.0,50.8875002861025
14,2004-10-01 15:00:00,2.4,105.0,47.375
15,2004-10-01 16:00:00,3.4,136.0,45.35000038147
16,2004-10-01 17:00:00,5.6,169.0,46.89999961853
17,2004-10-01 18:00:00,5.581118881118881,168.4265734265734,49.64999961853
18,2004-10-01 19:00:00,5.5622377622377615,167.85314685314685,54.275000572205
19,2004-10-01 20:00:00,5.543356643356643,167.27972027972027,58.050000190735
20,2004-10-01 21:00:00,5.524475524475524,166.7062937062937,63.224999427795
21,2004-10-01 22:00:00,5.5055944055944055,166.13286713286712,63.02499961853
22,2004-10-01 23:00:00,5.486713286713286,165.55944055944056,64.10000038147
23,2004-10-02 00:00:00,5.467832167832167,164.98601398601397,63.974999427795
24,2004-10-02 01:00:00,5.448951048951049,164.4125874125874,63.425000190735
25,2004-10-02 02:00:00,5.43006993006993,163.83916083916083,64.425000190735
26,2004-10-02 03:00:00,5.4111888111888105,163.26573426573427,60.999999046326
27,2004-10-02 04:00:00,5.392307692307692,162.69230769230768,64.049999237061
28,2004-10-02 05:00:00,5.373426573426573,162.11888111888112,65.25
29,2004-10-02 06:00:00,5.3545454545454545,161.54545454545453,65.850002288818
30,2004-10-02 07:00:00,5.335664335664335,160.97202797202797,65.550000190735
31,2004-10-02 08:00:00,5.316783216783216,160.3986013986014,62.800000190735
32,2004-10-02 09:00:00,5.297902097902098,159.82517482517483,57.5
33,2004-10-02 10:00:00,5.279020979020979,159.25174825174824,51.949999809265
34,2004-10-02 11:00:00,5.2601398601398595,158.67832167832168,48.925000190735
35,2004-10-02 12:00:00,5.241258741258741,158.1048951048951,47.775000572205
36,2004-10-02 13:00:00,5.222377622377622,157.53146853146853,49.199999809265
37,2004-10-02 14:00:00,5.2034965034965035,156.95804195804195,49.60000038147
38,2004-10-02 15:00:00,5.184615384615384,156.3846153846154,48.825000762939
39,2004-10-02 16:00:00,5.165734265734265,155.8111888111888,45.949999809265
40,2004-10-02 17:00:00,5.146853146853147,155.23776223776224,48.875
41,2004-10-02 18:00:00,5.127972027972028,154.66433566433565,52.52499961853
42,2004-10-02 19:00:00,5.1090909090909085,154.0909090909091,54.550000190735
43,2004-10-02 20:00:00,5.09020979020979,153.5174825174825,57.89999961853
44,2004-10-02 21:00:00,5.071328671328671,152.94405594405595,61.050000190735
45,2004-10-02 22:00:00,5.0524475524475525,152.37062937062936,65.575000762939
46,2004-10-02 23:00:00,5.033566433566433,151.7972027972028,60.774998664856
47,2004-10-03 00:00:00,5.014685314685314,151.2237762237762,62.800000190735
48,2004-10-03 01:00:00,4.995804195804196,150.65034965034965,63.150001525879
49,2004-10-03 02:00:00,4.976923076923077,150.07692307692307,61.450000762939
50,2004-10-03 03:00:00,4.9580419580419575,149.5034965034965,64.550000190735
51,2004-10-03 04:00:00,4.939160839160839,148.93006993006992,64.424999237061
52,2004-10-03 05:00:00,4.92027972027972,148.35664335664336,65.324999809265
53,2004-10-03 06:00:00,4.9013986013986015,147.78321678321677,65.97500038147
54,2004-10-03 07:00:00,4.882517482517482,147.2097902097902,66.39999961853
55,2004-10-03 08:00:00,4.863636363636363,146.63636363636363,64.050000190735
56,2004-10-03 09:00:00,4.844755244755245,146.06293706293707,60.800000190735
57,2004-10-03 10:00:00,4.825874125874126,145.48951048951048,54.52499961853
58,2004-10-03 11:00:00,4.8069930069930065,144.91608391608392,46.550000190735
59,2004-10-03 12:00:00,4.788111888111888,144.34265734265733,43.749999046326
60,2004-10-03 13:00:00,4.769230769230769,143.76923076923077,41.824998855591
61,2004-10-03 14:00:00,4.7503496503496505,143.1958041958042,42.75
62,2004-10-03 15:00:00,4.731468531468531,142.62237762237763,43.25
63,2004-10-03 16:00:00,4.712587412587412,142.04895104895104,44.425000190735
64,2004-10-03 17:00:00,4.693706293706294,141.47552447552448,44.375000953674
65,2004-10-03 18:00:00,4.674825174825175,140.9020979020979,51.875
66,2004-10-03 19:00:00,4.6559440559440555,140.32867132867133,55.599999745687
67,2004-10-03 20:00:00,4.637062937062937,139.75524475524475,59.625
68,2004-10-03 21:00:00,4.618181818181818,139.1818181818182,61.35000038147
69,2004-10-03 22:00:00,4.599300699300699,138.6083916083916,59.824999809265
70,2004-10-03 23:00:00,4.58041958041958,138.03496503496504,64.89999961853
71,2004-10-04 00:00:00,4.561538461538461,137.46153846153845,66.875
72,2004-10-04 01:00:00,4.542657342657343,136.8881118881119,71.550001144409
73,2004-10-04 02:00:00,4.523776223776224,136.3146853146853,68.550001144409
74,2004-10-04 03:00:00,4.5048951048951045,135.74125874125875,72.25
75,2004-10-04 04:00:00,4.486013986013986,135.16783216783216,73.875
76,2004-10-04 05:00:00,4.467132867132867,134.5944055944056,70.299999237061
77,2004-10-04 06:00:00,4.448251748251748,134.020979020979,71.849998474121
78,2004-10-04 07:00:00,4.429370629370629,133.44755244755245,67.524998664856
79,2004-10-04 08:00:00,4.41048951048951,132.87412587412587,67.02499961853
80,2004-10-04 09:00:00,4.391608391608392,132.3006993006993,61.749999046326
81,2004-10-04 10:00:00,4.372727272727273,131.72727272727272,52.599999427795
82,2004-10-04 11:00:00,4.3538461538461535,131.15384615384616,48.97500038147
83,2004-10-04 12:00:00,4.334965034965035,130.58041958041957,44.700000762939
84,2004-10-04 13:00:00,4.316083916083916,130.006993006993,44.47500038147
85,2004-10-04 14:00:00,4.297202797202797,129.43356643356643,40.249999046326
86,2004-10-04 15:00:00,4.278321678321678,128.86013986013987,39.77499961853
87,2004-10-04 16:00:00,4.259440559440559,128.28671328671328,36.349999427795
88,2004-10-04 17:00:00,4.240559440559441,127.71328671328672,37.52499961853
89,2004-10-04 18:00:00,4.221678321678322,127.13986013986013,43.89999961853
90,2004-10-04 19:00:00,4.2027972027972025,126.56643356643357,49.599999427795
91,2004-10-04 20:00:00,4.183916083916084,125.99300699300699,53.0
92,2004-10-04 21:00:00,4.165034965034965,125.41958041958043,55.125
93,2004-10-04 22:00:00,4.146153846153846,124.84615384615384,59.349999427795
94,2004-10-04 23:00:00,4.127272727272727,124.27272727272728,60.949999809265
95,2004-10-05 00:00:00,4.108391608391608,123.6993006993007,63.100001335144
96,2004-10-05 01:00:00,4.08951048951049,123.12587412587413,63.35000038147
97,2004-10-05 02:00:00,4.070629370629371,122.55244755244755,58.825000762939
98,2004-10-05 03:00:00,4.0517482517482515,121.97902097902099,69.825000762939
99,2004-10-05 04:00:00,4.032867132867133,121.4055944055944,65.275000572205
100,2004-10-05 05:00:00,4.013986013986014,120.83216783216784,69.52499961853
101,2004-10-05 06:00:00,3.995104895104895,120.25874125874125,69.72500038147
102,2004-10-05 07:00:00,3.976223776223776,119.6853146853147,70.074998855591
103,2004-10-05 08:00:00,3.9573426573426573,119.1118881118881,65.47500038147
104,2004-10-05 09:00:00,3.9384615384615387,118.53846153846155,58.499999046326
105,2004-10-05 10:00:00,3.9195804195804196,117.96503496503496,48.699999809265
106,2004-10-05 11:00:00,3.9006993006993005,117.3916083916084,43.77499961853
107,2004-10-05 12:00:00,3.881818181818182,116.81818181818181,37.324999809265
