COOPID,WBANID,Prelim,year,month,day,Tmax,Tmin,Tobs,Tmean,Cdd,Hdd,Prcp,Flag,Snow,Flag,Snwd,meanTmean,meanTmax,meanTmin,highTmax,lowTmin,sumCdd,sumHdd,sumprcp,sumsnow
190770,14739, ,2000,01,1,50,27, ,39,0,26,0, ,0, ,0
190770,14739, ,2000,01,2,54,34, ,44,0,21,0.03, ,0, ,0
190770,14739, ,2000,01,3,64,43, ,54,0,11,0.03, ,0, ,0
190770,14739, ,2000,01,4,63,40, ,52,0,13,0.76, ,0, ,0
190770,14739, ,2000,01,5,49,22, ,36,0,29,0.23, ,0, ,0
190770,14739, ,2000,01,6,36,18, ,27,0,38,0, ,0, ,0
190770,14739, ,2000,01,7,45,31, ,38,0,27,0, ,0, ,0
190770,14739, ,2000,01,8,38,30, ,34,0,31,0, ,0, ,0
190770,14739, ,2000,01,9,51,34, ,43,0,22,0, ,0, ,0
190770,14739, ,2000,01,10,56,39, ,48,0,17,0.74, ,0, ,0
190770,14739, ,2000,01,11,55,41, ,48,0,17,T,null,0, ,0
190770,14739, ,2000,01,12,43,32, ,38,0,27,0, ,0, ,0
190770,14739, ,2000,01,13,32,13, ,23,0,42,0.10, ,9999.9,null,0
190770,14739, ,2000,01,14,16,7, ,12,0,53,0, ,0, ,5
190770,14739, ,2000,01,15,18,1, ,10,0,55,0, ,0, ,3
190770,14739, ,2000,01,16,41,14, ,28,0,37,T,null,9999.9,null,2
190770,14739, ,2000,01,17,17,0, ,9,0,56,0, ,0, ,T
190770,14739, ,2000,01,18,22,3, ,13,0,52,0, ,0, ,T
190770,14739, ,2000,01,19,21,7, ,14,0,51,T,null,T,null,T
190770,14739, ,2000,01,20,22,13, ,18,0,47,T,null,9999.9,null,T
190770,14739, ,2000,01,21,19,4, ,12,0,53,0.02, ,0.4, ,4
190770,14739, ,2000,01,22,14,2, ,8,0,57,0, ,0, ,2
190770,14739, ,2000,01,23,22,7, ,15,0,50,0, ,0, ,1
190770,14739, ,2000,01,24,32,20, ,26,0,39,0, ,0, ,1
190770,14739, ,2000,01,25,35,24, ,30,0,35,0.49, ,3.5, ,T
190770,14739, ,2000,01,26,32,21, ,27,0,38,0.01, ,T,null,3
190770,14739, ,2000,01,27,22,7, ,15,0,50,T,null,T,null,3
190770,14739, ,2000,01,28,19,5, ,12,0,53,0, ,0, ,3
190770,14739, ,2000,01,29,33,12, ,23,0,42,0, ,0, ,3
190770,14739, ,2000,01,30,47,18, ,33,0,32,0, ,0, ,0
190770,14739, ,2000,01,31,38,30, ,34,0,31,0.21, ,0.5, ,2,27.5,35.7,19.3,64,0,0,1152,2.62,4.4

190770,14739, ,2000,02,1,35,26, ,31,0,34,0, ,0, ,2
190770,14739, ,2000,02,2,29,18, ,24,0,41,0, ,0, ,2
190770,14739, ,2000,02,3,30,15, ,23,0,42,T,null,9999.9,null,2
190770,14739, ,2000,02,4,28,22, ,25,0,40,0.01, ,9999.9,null,2
190770,14739, ,2000,02,5,35,25, ,30,0,35,0.01, ,9999.9,null,2
190770,14739, ,2000,02,6,33,24, ,29,0,36,T,null,T,null,2
190770,14739, ,2000,02,7,42,20, ,31,0,34,T,null,T,null,2
190770,14739, ,2000,02,8,28,13, ,21,0,44,0, ,0, ,1
190770,14739, ,2000,02,9,45,21, ,33,0,32,0, ,0, ,1
190770,14739, ,2000,02,10,44,31, ,38,0,27,0, ,0, ,T
190770,14739, ,2000,02,11,44,28, ,36,0,29,0.05, ,0, ,T
190770,14739, ,2000,02,12,32,21, ,27,0,38,0, ,0, ,T
190770,14739, ,2000,02,13,36,19, ,28,0,37,0, ,0, ,T
190770,14739, ,2000,02,14,57,32, ,45,0,20,0.98, ,0, ,0
190770,14739, ,2000,02,15,44,32, ,38,0,27,T,null,0, ,0
190770,14739, ,2000,02,16,49,28, ,39,0,26,0.01, ,9999.9,null,0
190770,14739, ,2000,02,17,37,20, ,29,0,36,T,null,T,null,T
190770,14739, ,2000,02,18,33,20, ,27,0,38,0.57, ,9999.9,null,0
190770,14739, ,2000,02,19,33,24, ,29,0,36,0.10, ,9999.9,null,7
190770,14739, ,2000,02,20,37,29, ,33,0,32,0.01, ,9999.9,null,8
190770,14739, ,2000,02,21,40,28, ,34,0,31,T,null,T,null,6
190770,14739, ,2000,02,22,44,24, ,34,0,31,0, ,0, ,4
190770,14739, ,2000,02,23,52,32, ,42,0,23,0, ,0, ,3
190770,14739, ,2000,02,24,61,43, ,52,0,13,0.05, ,0, ,T
190770,14739, ,2000,02,25,47,36, ,42,0,23,0.49, ,0, ,T
190770,14739, ,2000,02,26,41,36, ,39,0,26,0.03, ,0, ,T
190770,14739, ,2000,02,27,61,39, ,50,0,15,T,null,0, ,0
190770,14739, ,2000,02,28,55,39, ,47,0,18,0.24, ,0, ,0
190770,14739, ,2000,02,29,49,35, ,42,0,23,T,null,0, ,0,34.2,41.4,26.9,61,13,0,887,2.55,0

190770,14739, ,2000,03,1,45,38, ,42,0,23,0, ,0, ,0
190770,14739, ,2000,03,2,49,38, ,44,0,21,0.01, ,0, ,0
190770,14739, ,2000,03,3,47,34, ,41,0,24,0, ,0, ,0
190770,14739, ,2000,03,4,53,33, ,43,0,22,0, ,0, ,0
190770,14739, ,2000,03,5,51,39, ,45,0,20,T,null,0, ,0
190770,14739, ,2000,03,6,49,35, ,42,0,23,0, ,0, ,0
190770,14739, ,2000,03,7,62,33, ,48,0,17,T,null,0, ,0
190770,14739, ,2000,03,8,48,40, ,44,0,21,T,null,0, ,0
190770,14739, ,2000,03,9,72,41, ,57,0,8,0.01, ,0, ,0
190770,14739, ,2000,03,10,57,36, ,47,0,18,T,null,0, ,0
190770,14739, ,2000,03,11,40,36, ,38,0,27,0.88, ,0, ,0
190770,14739, ,2000,03,12,41,34, ,38,0,27,0.55, ,T,null,0
190770,14739, ,2000,03,13,41,31, ,36,0,29,0, ,0, ,0
190770,14739, ,2000,03,14,53,28, ,41,0,24,0, ,0, ,0
190770,14739, ,2000,03,15,61,35, ,48,0,17,0, ,0, ,0
190770,14739, ,2000,03,16,71,40, ,56,0,9,0.20, ,0, ,0
190770,14739, ,2000,03,17,40,22, ,31,0,34,0.77, ,2.0, ,T
190770,14739, ,2000,03,18,32,16, ,24,0,41,0, ,0, ,2
190770,14739, ,2000,03,19,37,25, ,31,0,34,0, ,0, ,T
190770,14739, ,2000,03,20,40,32, ,36,0,29,T,null,0, ,0
190770,14739, ,2000,03,21,40,35, ,38,0,27,T,null,0, ,0
190770,14739, ,2000,03,22,44,36, ,40,0,25,T,null,0, ,0
190770,14739, ,2000,03,23,52,32, ,42,0,23,0, ,0, ,0
190770,14739, ,2000,03,24,52,43, ,48,0,17,0, ,0, ,0
190770,14739, ,2000,03,25,64,35, ,50,0,15,T,null,0, ,0
190770,14739, ,2000,03,26,64,46, ,55,0,10,T,null,0, ,0
190770,14739, ,2000,03,27,59,40, ,50,0,15,0, ,0, ,0
190770,14739, ,2000,03,28,57,45, ,51,0,14,1.00, ,0, ,0
190770,14739, ,2000,03,29,57,44, ,51,0,14,0.17, ,0, ,0
190770,14739, ,2000,03,30,51,42, ,47,0,18,0, ,0, ,0
190770,14739, ,2000,03,31,54,38, ,46,0,19,0, ,0, ,0,43.3,51.1,35.5,72,16,0,665,3.59,2.0

190770,14739, ,2000,04,1,61,39, ,50,0,15,0, ,0, ,0
190770,14739, ,2000,04,2,68,46, ,57,0,8,0, ,0, ,0
190770,14739, ,2000,04,3,56,45, ,51,0,14,T,null,0, ,0
190770,14739, ,2000,04,4,66,43, ,55,0,10,0.26, ,0, ,0
190770,14739, ,2000,04,5,53,39, ,46,0,19,0, ,0, ,0
190770,14739, ,2000,04,6,58,37, ,48,0,17,0.02, ,0, ,0
190770,14739, ,2000,04,7,62,45, ,54,0,11,0, ,0, ,0
190770,14739, ,2000,04,8,75,45, ,60,0,5,0.14, ,0, ,0
190770,14739, ,2000,04,9,61,34, ,48,0,17,0.51, ,T,null,0
190770,14739, ,2000,04,10,51,37, ,44,0,21,0, ,0, ,0
190770,14739, ,2000,04,11,46,35, ,41,0,24,0.07, ,0, ,0
190770,14739, ,2000,04,12,49,36, ,43,0,22,0.01, ,0, ,0
190770,14739, ,2000,04,13,50,34, ,42,0,23,0, ,0, ,0
190770,14739, ,2000,04,14,56,35, ,46,0,19,0, ,0, ,0
190770,14739, ,2000,04,15,70,44, ,57,0,8,0, ,0, ,0
190770,14739, ,2000,04,16,65,47, ,56,0,9,0.12, ,0, ,0
190770,14739, ,2000,04,17,48,39, ,44,0,21,T,null,0, ,0
190770,14739, ,2000,04,18,45,40, ,43,0,22,0.45, ,0, ,0
190770,14739, ,2000,04,19,43,41, ,42,0,23,0.25, ,0, ,0
190770,14739, ,2000,04,20,54,41, ,48,0,17,0.01, ,0, ,0
190770,14739, ,2000,04,21,47,42, ,45,0,20,1.02, ,0, ,0
190770,14739, ,2000,04,22,46,42, ,44,0,21,1.50, ,0, ,0
190770,14739, ,2000,04,23,48,42, ,45,0,20,0.24, ,0, ,0
190770,14739, ,2000,04,24,52,42, ,47,0,18,0, ,0, ,0
190770,14739, ,2000,04,25,47,38, ,43,0,22,0, ,0, ,0
190770,14739, ,2000,04,26,41,35, ,38,0,27,0.41, ,T,null,0
190770,14739, ,2000,04,27,50,37, ,44,0,21,0.01, ,0, ,0
190770,14739, ,2000,04,28,53,41, ,47,0,18,T,null,0, ,0
190770,14739, ,2000,04,29,51,39, ,45,0,20,T,null,0, ,0
190770,14739, ,2000,04,30,60,47, ,54,0,11,T,null,0, ,0,47.3,54.4,40.2,75,34,0,523,5.02,0

190770,14739, ,2000,05,1,65,42, ,54,0,11,0, ,0, ,0
190770,14739, ,2000,05,2,65,46, ,56,0,9,0.17, ,0, ,0
190770,14739, ,2000,05,3,59,43, ,51,0,14,0, ,0, ,0
190770,14739, ,2000,05,4,69,44, ,57,0,8,T,null,0, ,0
190770,14739, ,2000,05,5,81,55, ,68,3,0,T,null,0, ,0
190770,14739, ,2000,05,6,69,50, ,60,0,5,0.01, ,0, ,0
190770,14739, ,2000,05,7,91,50, ,71,6,0,0, ,0, ,0
190770,14739, ,2000,05,8,86,56, ,71,6,0,0.05, ,0, ,0
190770,14739, ,2000,05,9,65,47, ,56,0,9,0, ,0, ,0
190770,14739, ,2000,05,10,50,46, ,48,0,17,0.61, ,0, ,0
190770,14739, ,2000,05,11,66,44, ,55,0,10,0.02, ,0, ,0
190770,14739, ,2000,05,12,67,50, ,59,0,6,0, ,0, ,0
190770,14739, ,2000,05,13,59,49, ,54,0,11,0.26, ,0, ,0
190770,14739, ,2000,05,14,70,50, ,60,0,5,0.09, ,0, ,0
190770,14739, ,2000,05,15,63,49, ,56,0,9,0, ,0, ,0
190770,14739, ,2000,05,16,67,47, ,57,0,8,0, ,0, ,0
190770,14739, ,2000,05,17,65,53, ,59,0,6,0, ,0, ,0
190770,14739, ,2000,05,18,71,54, ,63,0,2,0.14, ,0, ,0
190770,14739, ,2000,05,19,63,43, ,53,0,12,0.37, ,0, ,0
190770,14739, ,2000,05,20,54,44, ,49,0,16,T,null,0, ,0
190770,14739, ,2000,05,21,53,49, ,51,0,14,0.01, ,0, ,0
190770,14739, ,2000,05,22,56,47, ,52,0,13,0.06, ,0, ,0
190770,14739, ,2000,05,23,57,47, ,52,0,13,0.31, ,0, ,0
190770,14739, ,2000,05,24,66,50, ,58,0,7,0.71, ,0, ,0
190770,14739, ,2000,05,25,72,49, ,61,0,4,0.07, ,0, ,0
190770,14739, ,2000,05,26,72,55, ,64,0,1,0, ,0, ,0
190770,14739, ,2000,05,27,74,55, ,65,0,0,0, ,0, ,0
190770,14739, ,2000,05,28,61,52, ,57,0,8,T,null,0, ,0
190770,14739, ,2000,05,29,57,47, ,52,0,13,0, ,0, ,0
190770,14739, ,2000,05,30,58,46, ,52,0,13,0, ,0, ,0
190770,14739, ,2000,05,31,72,45, ,59,0,6,0, ,0, ,0,57.2,65.9,48.5,91,42,15,250,2.88,0

190770,14739, ,2000,06,1,82,57, ,70,5,0,0, ,0, ,0
190770,14739, ,2000,06,2,88,66, ,77,12,0,0.52, ,0, ,0
190770,14739, ,2000,06,3,71,57, ,64,0,1,0, ,0, ,0
190770,14739, ,2000,06,4,70,53, ,62,0,3,T,null,0, ,0
